BLDG_PUBID,BLDG_TYP,BLDG_US,BLDG_LOC_REGION,BLDG_NEW_REN,$BLDG_AREA_M2,$BLDG_AREA_FT2,BLDG_STOR_A,$BLDG_STOR_A,LCA_YEAR,LCA_REFPERIOD,LCA_SOUR_CODE,LCA_STAGES,LCA_BLDG_SCOPE,LCA_MAT_Q,EC_WB_EX_OPER,EC_LCAA_PERM2,Average_Area_m2,Average_Storey
A04,Residential,Other,,New,93 or less,"1,000 or less",0,1 to 6,,,,A,SEI,N,33.27,511.85,60,4
A04,Commercial,Health Care,,New,9291 to 18580,"100,001 to 200,000",0,1 to 6,2009,,,B,SFEI,N,4504000,502.58,14000,4
A04,Commercial,Office,Europe,New,46452 to 92903,"500,001 to 1 million",0,15 to 25,2010,50,,AB,SFEI,N,39869.98,493.44,70000,20
A04,Residential,Other,,New,93 or less,"1,000 or less",0,1 to 6,,,,A,SEI,N,32.03,492.77,60,4
A04,Commercial,Office,,New,4646 to 9290,"50,001 to 100,000",0,1 to 6,2004,,,A,SFEI,N,2952.25,490,7000,4
A04,Commercial,Health Care,,New,9291 to 18580,"100,001 to 200,000",0,1 to 6,2009,,,B,SFEI,N,4284000,476.98,14000,4
A04,Commercial,Office,Asia-Pacific,New,2324 to 4645,"25,001 to 50,000",0,7 to 14,2008,60,,A,SFEI,N,1674,470,3500,11
A04,Commercial,Education,,New,9291 to 18580,"100,001 to 200,000",0,1 to 6,2009,,,B,SFEI,N,5382000,461.89,14000,4
A04,Commercial,Education,,New,9291 to 18580,"100,001 to 200,000",0,1 to 6,2009,,,B,SFEI,N,5289000,456.93,14000,4
A04,Commercial,Office,,New,9291 to 18580,"100,001 to 200,000",0,7 to 14,2009,,,B,SFEI,N,6810000,455.28,14000,11
A04,Commercial,Office,Europe,New,2324 to 4645,"25,001 to 50,000",0,1 to 6,2010,40,,AB,SFEI,N,1039.86,453.53,3500,4
A04,Commercial,Education,,New,9291 to 18580,"100,001 to 200,000",0,1 to 6,2009,,,B,SFEI,N,5202000,451.95,14000,4
A04,Commercial,Education,,New,9291 to 18580,"100,001 to 200,000",0,1 to 6,2009,,,B,SFEI,N,5188000,451.54,14000,4
A04,Commercial,Health Care,,New,9291 to 18580,"100,001 to 200,000",0,1 to 6,2009,,,B,SFEI,N,3942000,450.3,14000,4
A04,Commercial,Education,,New,9291 to 18580,"100,001 to 200,000",0,1 to 6,2009,,,B,SFEI,N,5187000,448.01,14000,4
A04,Commercial,Health Care,,New,9291 to 18580,"100,001 to 200,000",0,1 to 6,2009,,,B,SFEI,N,3888000,447.35,14000,4
A04,Commercial,Warehouse,,New,46452 to 92903,"500,001 to 1 million",0,1 to 6,2008,25,,A,SFEI,N,21060,442,70000,4
A04,Commercial,Health Care,,New,9291 to 18580,"100,001 to 200,000",0,1 to 6,2009,,,B,SFEI,N,3881000,438.12,14000,4
A04,Commercial,Office,Asia-Pacific,New,2324 to 4645,"25,001 to 50,000",0,7 to 14,2008,60,,A,SFEI,N,1528,430,3500,11
A04,Commercial,Office,Asia-Pacific,New,2324 to 4645,"25,001 to 50,000",0,7 to 14,2008,60,,A,SFEI,N,1491,420,3500,11
A04,Commercial,Office,,New,9291 to 18580,"100,001 to 200,000",0,7 to 14,2009,,,B,SFEI,N,6112000,415.95,14000,11
A04,Commercial,Education,North America,New,4646 to 9290,"50,001 to 100,000",0,1 to 6,2010,,,A,SF,N,1088.62,411,7000,4
A04,Commercial,Office,Asia-Pacific,New,2324 to 4645,"25,001 to 50,000",0,7 to 14,2008,60,,A,SFEI,N,1451,410,3500,11
A04,Commercial,Office,Europe,New,4646 to 9290,"50,001 to 100,000",0,1 to 6,2010,40,,AB,SFEI,N,2190.82,400.14,7000,4
A04,Commercial,Education,Europe,New,9291 to 18580,"100,001 to 200,000",0,7 to 14,2010,50,,AB,SFEI,N,5785.47,399,14000,11
A04,Commercial,Office,Europe,New,4646 to 9290,"50,001 to 100,000",0,1 to 6,2010,30,,AB,SFEI,N,2425.74,398.45,7000,4
A04,Commercial,Office,,New,9291 to 18580,"100,001 to 200,000",0,7 to 14,2009,,,B,SFEI,N,5699000,389.39,14000,11
A04,Commercial,Office,,New,9291 to 18580,"100,001 to 200,000",0,7 to 14,2009,,,B,SFEI,N,5682000,384.99,14000,11
A04,Commercial,Education,North America,New,4646 to 9290,"50,001 to 100,000",0,1 to 6,2010,,,A,SF,N,1035.55,381,7000,4
A04,Commercial,Office,,New,9291 to 18580,"100,001 to 200,000",0,7 to 14,2009,,,B,SFEI,N,5442000,373.09,14000,11
A04,Commercial,Office,,New,9291 to 18580,"100,001 to 200,000",0,7 to 14,2009,,,B,SFEI,N,5317000,362.42,14000,11
A04,Commercial,Office,,New,9291 to 18580,"100,001 to 200,000",0,7 to 14,2009,,,B,SFEI,N,5184000,357.71,14000,11
A04,Residential,Other,Europe,New,466 to 929,"5,001 to 10,000 ",0,1 to 6,2010,40,,AB,SFEI,N,194.51,353.39,700,4
A04,Commercial,Office,,New,9291 to 18580,"100,001 to 200,000",0,7 to 14,2009,,,B,SFEI,N,5069000,353.14,14000,11
A04,Commercial,Warehouse,,New,46452 to 92903,"500,001 to 1 million",0,1 to 6,2008,30,,D,SFEI,N,19211,350,70000,4
A04,Residential,Other,Europe,New,4646 to 9290,"50,001 to 100,000",0,7 to 14,2010,50,,AB,SFEI,N,2836.21,321.79,7000,11
A04,Residential,Other,,New,2324 to 4645,"25,001 to 50,000",0,7 to 14,2011,60,,AB,SFEI,N,929.62,320.24,3500,11
A04,Commercial,Office,Asia-Pacific,New,2324 to 4645,"25,001 to 50,000",0,7 to 14,2008,60,,B,SFEI,N,1245,320,3500,11
A04,Residential,Other,,New,93 or less,"1,000 or less",0,1 to 6,2009,60,,A,SEI,N,21.44,318.5,60,4
A04,Residential,Other,,New,93 or less,"1,000 or less",0,1 to 6,2009,60,,A,SEI,N,20.21,318.24,60,4
A04,,,,New,18581 to 46451,"200,001 to 500,000",0,1 to 6,2010,40,,AB,S,N,6360.39,318.02,35000,4
A04,Commercial,Office,,New,9291 to 18580,"100,001 to 200,000",0,7 to 14,2009,,,A,S,N,5184000,315,14000,11
A04,Commercial,Office,Europe,New,9291 to 18580,"100,001 to 200,000",0,1 to 6,2002,50,,BCD,SFEI,N,4818,309,14000,4
A04,Commercial,Office,,New,9291 to 18580,"100,001 to 200,000",0,7 to 14,2009,,,A,S,N,5069000,308,14000,11
A04,Commercial,Office,Asia-Pacific,New,2324 to 4645,"25,001 to 50,000",0,7 to 14,2008,60,,A,SFEI,N,1021,290,3500,11
A04,Residential,Other,,New,93 or less,"1,000 or less",0,1 to 6,2009,60,,A,SEI,N,20.48,280.59,60,4
A04,Commercial,Office,North America,New,4646 to 9290,"50,001 to 100,000",0,1 to 6,2012,60,,BCD,SFEI,N,1743,274.23,7000,4
A04,NonCommercial,Parking,North America,New,930 to 2323,"10,001 to 25,000",0,1 to 6,2009,,,A,Other,N,265,273.82,1600,4
A04,Residential,Other,,New,93 or less,"1,000 or less",0,1 to 6,2009,60,,A,SEI,N,23.85,268.52,60,4
A04,Residential,Other,,New,94 to 465,"1,001 to 5,000",0,1 to 6,2009,60,,A,SEI,N,44.07,267.09,250,4
A04,Residential,Other,,New,94 to 465,"1,001 to 5,000",0,1 to 6,2009,60,,A,SEI,N,27.68,266.19,250,4
A04,Residential,Other,,New,94 to 465,"1,001 to 5,000",0,1 to 6,2009,60,,A,SEI,N,39.32,264.6,250,4
A04,Residential,Other,Europe,New,4646 to 9290,"50,001 to 100,000",0,7 to 14,,50,,AB,SFEI,N,2303.42,261.34,7000,11
A04,Commercial,Office,North America,New,4646 to 9290,"50,001 to 100,000",0,1 to 6,2012,60,,BCD,SFEI,N,1678,259.35,7000,4
A04,Commercial,Education,North America,New,46452 to 92903,"500,001 to 1 million",0,1 to 6,2009,,,A,SF,N,6818.4,259,70000,4
A04,Residential,Other,,New,93 or less,"1,000 or less",0,1 to 6,2009,60,,A,SEI,N,20.04,254.28,60,4
A04,Commercial,Education,North America,New,46452 to 92903,"500,001 to 1 million",0,1 to 6,2009,,,A,SF,N,4889.72,254,70000,4
A04,Residential,Other,,New,93 or less,"1,000 or less",0,1 to 6,2009,60,,A,SEI,N,22.77,253.54,60,4
A04,Residential,Other,,New,93 or less,"1,000 or less",0,1 to 6,2009,60,,A,SEI,N,22.57,251.3,60,4
A04,Commercial,Education,,New,4646 to 9290,"50,001 to 100,000",0,1 to 6,2011,60,,AB,SFEI,N,1875.47,245.92,7000,4
A04,NonCommercial,Parking,North America,New,930 to 2323,"10,001 to 25,000",0,1 to 6,2009,,,A,Other,N,237,244.88,1600,4
A04,Residential,Other,,New,93 or less,"1,000 or less",0,1 to 6,2009,60,,A,SEI,N,15.52,244.38,60,4
A04,Residential,Other,,New,93 or less,"1,000 or less",0,1 to 6,2009,60,,A,SEI,N,16.4,243.66,60,4
A04,Commercial,Office,North America,New,18581 to 46451,"200,001 to 500,000",0,7 to 14,2011,60,,CD,SF,N,10978.08,237,35000,11
A04,Commercial,Office,North America,New,18581 to 46451,"200,001 to 500,000",0,7 to 14,2011,60,,CD,SFE,N,9495.81,237,35000,11
A04,Commercial,Office,North America,New,18581 to 46451,"200,001 to 500,000",0,7 to 14,2011,60,,CD,SF,N,10978.08,237,35000,11
A04,Commercial,Office,North America,New,18581 to 46451,"200,001 to 500,000",0,7 to 14,2011,60,,CD,SFE,N,9449.48,237,35000,11
A04,Commercial,Office,North America,New,18581 to 46451,"200,001 to 500,000",0,7 to 14,2011,60,,CD,Other,N,9264.2,232,35000,11
A04,Commercial,Office,North America,New,18581 to 46451,"200,001 to 500,000",0,7 to 14,2011,60,,CD,Other,N,9217.88,232,35000,11
A04,Commercial,Office,North America,New,46452 to 92903,"500,001 to 1 million",0,7 to 14,2011,60,,CD,SFE,N,9454.12,229.89,70000,11
A04,Commercial,Office,North America,New,46452 to 92903,"500,001 to 1 million",0,7 to 14,2011,60,,CD,SFE,N,9408.01,229.89,70000,11
A04,Residential,Other,,New,94 to 465,"1,001 to 5,000",0,1 to 6,2009,60,,A,SEI,N,25.28,227.73,250,4
A04,Residential,Other,,New,93 or less,"1,000 or less",0,1 to 6,2009,60,,A,SEI,N,17.84,226.43,60,4
A04,Commercial,Office,North America,New,46452 to 92903,"500,001 to 1 million",0,7 to 14,2011,60,,CD,Other,N,9221.63,225,70000,11
A04,Commercial,Office,North America,New,46452 to 92903,"500,001 to 1 million",0,7 to 14,2011,60,,CD,Other,N,9032.88,222,70000,11
A04,Commercial,Public Assembly,North America,New,930 to 2323,"10,001 to 25,000",0,1 to 6,2008,,,A,SEI,N,386.91,209.14,1600,4
A04,,,,New,,,0,1 to 6,,,,A,S,N,,200,,4
A04,Residential,Other,,New,93 or less,"1,000 or less",0,1 to 6,2009,60,,A,SEI,N,14.07,192.79,60,4
A04,Commercial,Office,North America,New,18581 to 46451,"200,001 to 500,000",0,7 to 14,2011,60,,CD,SFE,N,9495.81,192,35000,11
A04,Commercial,Office,North America,New,18581 to 46451,"200,001 to 500,000",0,7 to 14,2011,60,,CD,SF,N,8847.31,191,35000,11
A04,Commercial,Office,North America,New,18581 to 46451,"200,001 to 500,000",0,7 to 14,2011,60,,CD,SFE,N,9495.81,191,35000,11
A04,Commercial,Office,North America,New,18581 to 46451,"200,001 to 500,000",0,7 to 14,2011,60,,CD,SF,N,8847.31,191,35000,11
A04,Commercial,Office,North America,New,46452 to 92903,"500,001 to 1 million",0,7 to 14,2011,60,,CD,SFE,N,9454.12,186.24,70000,11
A04,Commercial,Office,North America,New,46452 to 92903,"500,001 to 1 million",0,7 to 14,2011,60,,CD,SFE,N,9454.12,185.27,70000,11
A04,Residential,Other,,New,93 or less,"1,000 or less",0,1 to 6,2009,60,,A,SEI,N,16.31,183.66,60,4
A04,Commercial,Office,North America,New,18581 to 46451,"200,001 to 500,000",0,7 to 14,2011,60,,CD,SFE,N,9125.24,183,35000,11
A04,Commercial,Office,North America,New,18581 to 46451,"200,001 to 500,000",0,7 to 14,2011,60,,CD,Other,N,9078.92,183,35000,11
A04,Residential,Other,,New,94 to 465,"1,001 to 5,000",0,1 to 6,2009,60,,A,SEI,N,18.84,181.12,250,4
A04,Commercial,Office,North America,New,4646 to 9290,"50,001 to 100,000",0,7 to 14,2011,60,,BD,SFEI,N,1720.39,181.06,7000,11
A04,Commercial,Office,North America,New,4646 to 9290,"50,001 to 100,000",0,7 to 14,2011,60,,BD,SFEI,N,1697.02,178.54,7000,11
A04,Commercial,Office,North America,New,46452 to 92903,"500,001 to 1 million",0,7 to 14,2011,60,,CD,Other,N,9060.94,177,70000,11
A04,Commercial,Office,North America,New,46452 to 92903,"500,001 to 1 million",0,7 to 14,2011,60,,CD,Other,N,9014.82,177,70000,11
A04,Residential,Other,,New,94 to 465,"1,001 to 5,000",0,1 to 6,2009,60,,A,SEI,N,26.26,176.72,250,4
A04,Commercial,Education,North America,New,4646 to 9290,"50,001 to 100,000",0,1 to 6,2009,,,A,S,N,935,175.05,7000,4
A04,Residential,Other,North America,New,94 to 465,"1,001 to 5,000",0,1 to 6,2011,60,,CD,SFE,N,75.5,172,250,4
A04,Commercial,Education,North America,New,4646 to 9290,"50,001 to 100,000",0,1 to 6,2009,,,A,S,N,905,169.44,7000,4
A04,Residential,Other,North America,New,94 to 465,"1,001 to 5,000",0,1 to 6,2011,60,,CD,SFE,N,69.24,156,250,4
A04,Commercial,Office,North America,New,4646 to 9290,"50,001 to 100,000",0,7 to 14,2011,60,,BD,SFEI,N,1379.55,150.23,7000,11
A04,Residential,Other,North America,New,94 to 465,"1,001 to 5,000",0,1 to 6,2011,60,,CD,Other,N,87.14,149,250,4
A04,Residential,Other,North America,New,94 to 465,"1,001 to 5,000",0,1 to 6,2011,60,,CD,Other,N,70.37,149,250,4
A04,Commercial,Education,North America,New,9291 to 18580,"100,001 to 200,000",0,1 to 6,2009,,,A,S,N,2300,144,14000,4
A04,Commercial,Education,North America,New,18581 to 46451,"200,001 to 500,000",0,1 to 6,2009,,,A,Other,N,5216,142.05,35000,4
A04,Commercial,Office,North America,New,4646 to 9290,"50,001 to 100,000",0,7 to 14,2011,60,,BD,SFEI,N,1305.56,141.59,7000,11
A04,Commercial,Education,North America,New,18581 to 46451,"200,001 to 500,000",0,1 to 6,2009,,,A,Other,N,5175,140.94,35000,4
A04,Residential,Other,North America,New,94 to 465,"1,001 to 5,000",0,1 to 6,2011,60,,CD,Other,N,65.23,138,250,4
A04,Commercial,Office,North America,New,4646 to 9290,"50,001 to 100,000",0,7 to 14,2011,60,,BD,SFEI,N,1264.27,136.97,7000,11
A04,Residential,Other,North America,New,94 to 465,"1,001 to 5,000",0,1 to 6,2011,60,,CD,SFE,N,66.87,133,250,4
A04,Commercial,Office,Asia-Pacific,New,2324 to 4645,"25,001 to 50,000",0,7 to 14,2008,60,,A,SFEI,N,446,130,3500,11
A04,Commercial,Public Assembly,North America,New,930 to 2323,"10,001 to 25,000",0,1 to 6,2008,,,A,SEI,N,240.45,129.98,1600,4
A04,Residential,Other,North America,New,2324 to 4645,"25,001 to 50,000",0,1 to 6,2011,60,,CD,SFE,N,544.21,124,3500,4
A04,Residential,Other,North America,New,2324 to 4645,"25,001 to 50,000",0,1 to 6,2011,60,,CD,SFE,N,538,122,3500,4
A04,Residential,Other,North America,New,94 to 465,"1,001 to 5,000",0,1 to 6,2011,60,,CD,Other,N,77.12,119,250,4
A04,Residential,Other,North America,New,94 to 465,"1,001 to 5,000",0,1 to 6,2011,60,,CD,Other,N,63.75,119,250,4
A04,Residential,Other,North America,New,94 to 465,"1,001 to 5,000",0,1 to 6,2011,60,,CD,SFE,N,75.86,115.24,250,4
A04,Residential,Other,North America,New,94 to 465,"1,001 to 5,000",0,1 to 6,2011,60,,CD,SFE,N,60.62,114,250,4
A04,Residential,Other,North America,New,2324 to 4645,"25,001 to 50,000",0,1 to 6,2011,60,,CD,Other,N,500.29,110,3500,4
A04,Residential,Other,North America,New,2324 to 4645,"25,001 to 50,000",0,1 to 6,2011,60,,CD,Other,N,497.21,109,3500,4
A04,Commercial,Office,,New,9291 to 18580,"100,001 to 200,000",0,7 to 14,2006,30,,,SF,N,1264,108,14000,11
A04,Residential,Other,North America,New,94 to 465,"1,001 to 5,000",0,1 to 6,2011,60,,CD,Other,N,58.84,106,250,4
A04,Residential,Other,North America,New,94 to 465,"1,001 to 5,000",0,1 to 6,2011,60,,CD,SFE,N,67.13,89.11,250,4
A04,Residential,Other,North America,New,2324 to 4645,"25,001 to 50,000",0,1 to 6,2011,60,,CD,SFE,N,427.6,87.4,3500,4
A04,Residential,Other,North America,New,2324 to 4645,"25,001 to 50,000",0,1 to 6,2011,60,,CD,SFE,N,412.3,84,3500,4
A04,Commercial,Office,,New,9291 to 18580,"100,001 to 200,000",0,7 to 14,2006,30,,,SF,N,963,82,14000,11
A04,Residential,Other,North America,New,2324 to 4645,"25,001 to 50,000",0,1 to 6,2011,60,,CD,Other,N,410.66,82,3500,4
A04,Residential,Other,North America,New,2324 to 4645,"25,001 to 50,000",0,1 to 6,2011,60,,CD,Other,N,399.75,80,3500,4
A04,Commercial,Office,Asia-Pacific,New,2324 to 4645,"25,001 to 50,000",0,7 to 14,2008,60,,A,SFEI,N,245,70,3500,11
A04,Commercial,Office,North America,New,4646 to 9290,"50,001 to 100,000",0,7 to 14,2011,60,,BD,SFEI,N,2438,,7000,11
A04,Commercial,Office,North America,New,4646 to 9290,"50,001 to 100,000",0,7 to 14,2011,60,,BD,SFEI,N,1556,,7000,11
A04,Residential,Other,Asia-Pacific,New,94 to 465,"1,001 to 5,000",0,1 to 6,2005,35,,BCD,SFEI,N,70,,250,4
A04,Residential,Other,Asia-Pacific,New,94 to 465,"1,001 to 5,000",0,1 to 6,2005,35,,BCD,SFEI,N,7,,250,4
A04,Commercial,Office,Asia-Pacific,New,930 to 2323,"10,001 to 25,000",0,7 to 14,1998,40,,C,SFEI,N,1164980,,1600,11
A04,Commercial,Office,Asia-Pacific,New,930 to 2323,"10,001 to 25,000",0,7 to 14,1998,40,,C,SFEI,N,856.44,,1600,11
A04,Commercial,Office,Asia-Pacific,New,930 to 2323,"10,001 to 25,000",0,7 to 14,1998,40,,C,SFEI,N,1067.78,,1600,11
A04,Commercial,Office,Asia-Pacific,New,930 to 2323,"10,001 to 25,000",0,7 to 14,1998,40,,C,SFEI,N,1168.64,,1600,11
A04,Commercial,Office,Asia-Pacific,New,930 to 2323,"10,001 to 25,000",0,7 to 14,1998,40,,C,SFEI,N,927.22,,1600,11
A04,Commercial,Office,Asia-Pacific,New,930 to 2323,"10,001 to 25,000",0,7 to 14,1998,40,,C,SFEI,N,1493.8,,1600,11
A04,Commercial,Office,Asia-Pacific,New,4646 to 9290,"50,001 to 100,000",0,7 to 14,1998,40,,C,SFEI,N,6681.82,,7000,11
A04,Commercial,Office,Asia-Pacific,New,18581 to 46451,"200,001 to 500,000",0,7 to 14,1998,40,,C,SFEI,N,17925.96,,35000,11
A04,Commercial,Office,Asia-Pacific,New,930 to 2323,"10,001 to 25,000",0,7 to 14,1998,40,,C,SFEI,N,1098.8,,1600,11
A04,Commercial,Office,Asia-Pacific,New,930 to 2323,"10,001 to 25,000",0,7 to 14,1998,40,,C,SFEI,N,1226.45,,1600,11
A04,NonCommercial,Parking,Middle East,New,Over 92903,Over 1 million,0,7 to 14,2003,,,AB,SF,N,35300,,120000,11
A04,NonCommercial,Parking,Middle East,New,Over 92903,Over 1 million,0,7 to 14,2003,,,AB,SF,N,32500,,120000,11
A04,Commercial,Office,,New,9291 to 18580,"100,001 to 200,000",0,7 to 14,2009,,,A,S,N,5317000,,14000,11
A04,Commercial,Office,,New,9291 to 18580,"100,001 to 200,000",0,7 to 14,2009,,,A,S,N,5317000,,14000,11
A04,Commercial,Office,,New,9291 to 18580,"100,001 to 200,000",0,7 to 14,2009,,,A,S,N,5184000,,14000,11
A04,Commercial,Office,,New,9291 to 18580,"100,001 to 200,000",0,7 to 14,2009,,,A,S,N,5069000,,14000,11
A04,Commercial,Office,,New,9291 to 18580,"100,001 to 200,000",0,7 to 14,2009,,,A,S,N,5682000,,14000,11
A04,Commercial,Office,,New,9291 to 18580,"100,001 to 200,000",0,7 to 14,2009,,,A,S,N,5682000,,14000,11
A04,Commercial,Office,,New,9291 to 18580,"100,001 to 200,000",0,7 to 14,2009,,,A,S,N,6112000,,14000,11
A04,Commercial,Office,,New,9291 to 18580,"100,001 to 200,000",0,7 to 14,2009,,,A,S,N,6112000,,14000,11
A04,Commercial,Office,,New,9291 to 18580,"100,001 to 200,000",0,7 to 14,2009,,,A,S,N,5442000,,14000,11
A04,Commercial,Office,,New,9291 to 18580,"100,001 to 200,000",0,7 to 14,2009,,,A,S,N,5442000,,14000,11
A04,Commercial,Office,,New,9291 to 18580,"100,001 to 200,000",0,7 to 14,2009,,,A,S,N,6810000,,14000,11
A04,Commercial,Office,,New,9291 to 18580,"100,001 to 200,000",0,7 to 14,2009,,,A,S,N,6810000,,14000,11
A04,Commercial,Office,,New,9291 to 18580,"100,001 to 200,000",0,7 to 14,2009,,,A,S,N,5699000,,14000,11
A04,Commercial,Office,,New,9291 to 18580,"100,001 to 200,000",0,7 to 14,2009,,,A,S,N,5699000,,14000,11
A04,Commercial,Health Care,,New,9291 to 18580,"100,001 to 200,000",0,1 to 6,2009,,,A,S,N,4284000,,14000,4
A04,Commercial,Health Care,,New,9291 to 18580,"100,001 to 200,000",0,1 to 6,2009,,,A,S,N,4284000,,14000,4
A04,Commercial,Health Care,,New,9291 to 18580,"100,001 to 200,000",0,1 to 6,2009,,,A,S,N,3942000,,14000,4
A04,Commercial,Health Care,,New,9291 to 18580,"100,001 to 200,000",0,1 to 6,2009,,,A,S,N,3942000,,14000,4
A04,Commercial,Health Care,,New,9291 to 18580,"100,001 to 200,000",0,1 to 6,2009,,,A,S,N,3888000,,14000,4
A04,Commercial,Health Care,,New,9291 to 18580,"100,001 to 200,000",0,1 to 6,2009,,,A,S,N,3888000,,14000,4
A04,Commercial,Health Care,,New,9291 to 18580,"100,001 to 200,000",0,1 to 6,2009,,,A,S,N,3881000,,14000,4
A04,Commercial,Health Care,,New,9291 to 18580,"100,001 to 200,000",0,1 to 6,2009,,,A,S,N,3881000,,14000,4
A04,Commercial,Health Care,,New,9291 to 18580,"100,001 to 200,000",0,1 to 6,2009,,,A,S,N,5147000,,14000,4
A04,Commercial,Health Care,,New,9291 to 18580,"100,001 to 200,000",0,1 to 6,2009,,,A,S,N,5147000,,14000,4
A04,Commercial,Health Care,,New,9291 to 18580,"100,001 to 200,000",0,1 to 6,2009,,,A,S,N,4504000,,14000,4
A04,Commercial,Health Care,,New,9291 to 18580,"100,001 to 200,000",0,1 to 6,2009,,,A,S,N,4504000,,14000,4
A04,Commercial,Education,,New,9291 to 18580,"100,001 to 200,000",0,1 to 6,2009,,,A,S,N,5382000,,14000,4
A04,Commercial,Education,,New,9291 to 18580,"100,001 to 200,000",0,1 to 6,2009,,,A,S,N,5382000,,14000,4
A04,Commercial,Education,,New,9291 to 18580,"100,001 to 200,000",0,1 to 6,2009,,,A,S,N,5289000,,14000,4
A04,Commercial,Education,,New,9291 to 18580,"100,001 to 200,000",0,1 to 6,2009,,,A,S,N,5289000,,14000,4
A04,Commercial,Education,,New,9291 to 18580,"100,001 to 200,000",0,1 to 6,2009,,,A,S,N,5188000,,14000,4
A04,Commercial,Education,,New,9291 to 18580,"100,001 to 200,000",0,1 to 6,2009,,,A,S,N,5188000,,14000,4
A04,Commercial,Education,,New,9291 to 18580,"100,001 to 200,000",0,1 to 6,2009,,,A,S,N,5187000,,14000,4
A04,Commercial,Education,,New,9291 to 18580,"100,001 to 200,000",0,1 to 6,2009,,,A,S,N,5187000,,14000,4
A04,Commercial,Education,,New,9291 to 18580,"100,001 to 200,000",0,1 to 6,2009,,,A,S,N,7071000,,14000,4
A04,Commercial,Education,,New,9291 to 18580,"100,001 to 200,000",0,1 to 6,2009,,,A,S,N,7071000,,14000,4
A04,Commercial,Education,,New,9291 to 18580,"100,001 to 200,000",0,1 to 6,2009,,,A,S,N,5202000,,14000,4
A04,Commercial,Education,,New,9291 to 18580,"100,001 to 200,000",0,1 to 6,2009,,,A,S,N,5202000,,14000,4
A04,Commercial,Warehouse,,New,18581 to 46451,"200,001 to 500,000",0,1 to 6,2010,,,BD,S,N,8257,,35000,4
A04,Commercial,Warehouse,,New,18581 to 46451,"200,001 to 500,000",0,1 to 6,2010,,,BD,S,N,9388,,35000,4
A04,Commercial,Warehouse,,New,18581 to 46451,"200,001 to 500,000",0,1 to 6,2010,,,BD,S,N,8846,,35000,4
A04,Commercial,Education,,New,9291 to 18580,"100,001 to 200,000",0,1 to 6,2010,40,,BD,SFEI,N,2981,,14000,4
A04,Commercial,Education,,New,9291 to 18580,"100,001 to 200,000",0,1 to 6,2010,,,BD,SFEI,N,3315,,14000,4
A04,Commercial,Education,,New,9291 to 18580,"100,001 to 200,000",0,1 to 6,2010,,,BD,Other,N,2897,,14000,4
A04,Commercial,Health Care,North America,New,46452 to 92903,"500,001 to 1 million",0,7 to 14,,,,,SF,N,3395,,70000,11
A04,Commercial,Education,North America,New,9291 to 18580,"100,001 to 200,000",0,1 to 6,2009,,,A,S,N,215,,14000,4
A04,Commercial,Education,,New,2324 to 4645,"25,001 to 50,000",0,1 to 6,2007,,,,Other,N,1470.43,,3500,4
A05,Commercial,Office,North America,New,Over 92903,Over 1 million,0,More than 25,2015,100,,ABCD,S,Y,504501.97,570.78,120000,35
A05,Commercial,Office,North America,New,Over 92903,Over 1 million,0,More than 25,2015,100,,ABCD,S,Y,504501.97,570.78,120000,35
A05,Commercial,Office,North America,New,Over 92903,Over 1 million,0,More than 25,2015,100,,ABCD,S,Y,456900.8,530.19,120000,35
A05,Commercial,Office,Europe,New,Over 92903,Over 1 million,0,More than 25,2015,100,,ABCD,S,Y,444774.39,516.61,120000,35
A05,Commercial,Office,North America,New,Over 92903,Over 1 million,0,More than 25,2015,100,,ABCD,S,Y,444001.47,515.1,120000,35
A05,Commercial,Office,Europe,New,Over 92903,Over 1 million,0,More than 25,2015,100,,ABCD,S,Y,431875.96,501.51,120000,35
A05,Commercial,Office,North America,New,Over 92903,Over 1 million,0,More than 25,2015,100,,ABCD,S,Y,435526.5,495.58,120000,35
A05,Commercial,Office,North America,New,Over 92903,Over 1 million,0,More than 25,2015,100,,ABCD,S,Y,447630.23,494.23,120000,35
A05,Commercial,Office,Europe,New,Over 92903,Over 1 million,0,More than 25,2015,100,,ABCD,S,Y,433341.08,491.04,120000,35
A05,Commercial,Office,Europe,New,Over 92903,Over 1 million,0,More than 25,2015,100,,ABCD,S,Y,433341.08,491.04,120000,35
A05,Commercial,Office,North America,New,Over 92903,Over 1 million,0,More than 25,2015,100,,ABCD,S,Y,423449.08,481.45,120000,35
A05,Commercial,Office,North America,New,Over 92903,Over 1 million,0,More than 25,2015,100,,ABCD,S,Y,415028.54,472.66,120000,35
A05,Commercial,Office,North America,New,Over 92903,Over 1 million,0,More than 25,2015,100,,ABCD,S,Y,415028.54,472.66,120000,35
A05,Commercial,Office,North America,New,Over 92903,Over 1 million,0,More than 25,2015,100,,ABCD,S,Y,415084.78,459.71,120000,35
A05,Commercial,Office,North America,New,Over 92903,Over 1 million,0,More than 25,2015,100,,ABCD,S,Y,407099.7,459.24,120000,35
A05,Commercial,Office,Europe,New,Over 92903,Over 1 million,0,More than 25,2015,100,,ABCD,S,Y,378121.33,431.26,120000,35
A05,Commercial,Office,Europe,New,Over 92903,Over 1 million,0,More than 25,2015,100,,ABCD,S,Y,373397.59,426.01,120000,35
A05,Commercial,Office,Europe,New,Over 92903,Over 1 million,0,More than 25,2015,100,,ABCD,S,Y,373397.59,426.01,120000,35
