BLDG_PUBID,BLDG_TYP,BLDG_US,BLDG_LOC_REGION,BLDG_NEW_REN,$BLDG_AREA_M2,$BLDG_AREA_FT2,BLDG_STOR_A,$BLDG_STOR_A,LCA_YEAR,LCA_REFPERIOD,LCA_SOUR_CODE,LCA_STAGES,LCA_BLDG_SCOPE,LCA_MAT_Q,EC_WB_EX_OPER,EC_LCAA_PERM2,Average_Area_m2,Average_Storey
A02,Commercial,Other,Middle East,New,Over 92903,Over 1 million,0,7 to 14,2014,50,14,A,SF,Y,134000,335,120000,11
A02,Commercial,Other,Europe,New,4646 to 9290,"50,001 to 100,000",0,7 to 14,2014,50,14,A,SF,Y,2109.88,329,7000,11
A02,Residential,Other,Asia-Pacific,New,Over 92903,Over 1 million,0,More than 25,2013,50,14,A,SF,Y,71458.08,328,120000,35
A02,Commercial,Other,North America,New,18581 to 46451,"200,001 to 500,000",0,More than 25,2014,50,14,A,SF,Y,13236.11,328,35000,35
A02,Residential,Other,North America,New,2324 to 4645,"25,001 to 50,000",0,1 to 6,2014,50,14,A,SF,Y,785.89,328,3500,4
A02,Commercial,Public Assembly,North America,New,4646 to 9290,"50,001 to 100,000",0,1 to 6,2013,50,14,A,SF,Y,2145.69,323,7000,4
A02,Commercial,Public Assembly,North America,New,930 to 2323,"10,001 to 25,000",0,1 to 6,2013,50,14,A,SF,Y,676.52,322,1600,4
A02,Commercial,Office,Asia-Pacific,New,46452 to 92903,"500,001 to 1 million",0,7 to 14,2014,50,14,A,SF,Y,29134.6,321,70000,11
A02,Commercial,Mercantile,,New,94 to 465,"1,001 to 5,000",0,1 to 6,2015,50,14,A,SF,Y,107.48,318,250,4
A02,Commercial,Other,Asia-Pacific,New,4646 to 9290,"50,001 to 100,000",0,15 to 25,2013,50,14,A,SF,Y,2182.55,317,7000,20
A02,Commercial,Public Assembly,North America,New,466 to 929,"5,001 to 10,000",0,1 to 6,2013,50,14,A,SF,Y,255.82,317,700,4
A02,Residential,Other,Asia-Pacific,New,Over 92903,Over 1 million,0,More than 25,2014,50,14,A,SF,Y,50653.54,316,120000,35
A02,Commercial,Mixed,Middle East,New,18581 to 46451,"200,001 to 500,000",0,1 to 6,2013,50,14,A,SF,Y,8241.6,313,35000,4
A02,Commercial,Mixed,North America,New,9291 to 18580,"100,001 to 200,000",0,7 to 14,2014,50,14,A,SF,Y,4377.51,310,14000,11
A02,Commercial,Health Care,North America,New,2324 to 4645,"25,001 to 50,000",0,1 to 6,2014,50,14,A,SF,Y,863.97,310,3500,4
A02,Residential,Other,North America,New,18581 to 46451,"200,001 to 500,000",0,More than 25,2013,50,14,A,SF,Y,13100.36,309,35000,35
A02,Commercial,Public Assembly,North America,New,9291 to 18580,"100,001 to 200,000",0,1 to 6,2013,50,14,A,SF,Y,5681.58,309,14000,4
A02,Commercial,Education,North America,New,4646 to 9290,"50,001 to 100,000",0,1 to 6,2013,50,14,A,SF,Y,2697.7,304,7000,4
A02,Commercial,Mercantile,,New,94 to 465,"1,001 to 5,000",0,More than 25,2015,50,14,A,SF,Y,50.7,300,250,35
A02,Commercial,Health Care,North America,New,2324 to 4645,"25,001 to 50,000",0,7 to 14,2014,50,14,A,SF,Y,1170.6,300,3500,11
A02,Commercial,Public Assembly,North America,New,4646 to 9290,"50,001 to 100,000",0,7 to 14,2014,50,14,A,SF,Y,2581.03,294,7000,11
A02,Commercial,Mixed,North America,New,46452 to 92903,"500,001 to 1 million",0,More than 25,2014,50,14,A,SF,Y,21850.67,294,70000,35
A02,Commercial,Other,Africa,New,Over 92903,Over 1 million,0,More than 25,2015,50,14,A,SF,Y,68620,292,120000,35
A02,Residential,Other,North America,New,4646 to 9290,"50,001 to 100,000",0,7 to 14,2013,50,14,A,SF,Y,2097.73,292,7000,11
A02,Commercial,Other,North America,New,4646 to 9290,"50,001 to 100,000",0,1 to 6,2013,50,14,A,SF,Y,1770.13,289,7000,4
A02,Commercial,Health Care,North America,New,46452 to 92903,"500,001 to 1 million",0,1 to 6,2013,50,14,A,SF,Y,16901.46,286,70000,4
A02,Commercial,Education,North America,New,930 to 2323,"10,001 to 25,000",0,1 to 6,2014,50,14,A,SF,Y,465.04,286,1600,4
A02,Commercial,Education,North America,New,2324 to 4645,"25,001 to 50,000",0,1 to 6,2015,50,14,A,SF,Y,972.69,286,3500,4
A02,Commercial,Education,North America,New,9291 to 18580,"100,001 to 200,000",0,1 to 6,2013,50,14,A,SF,Y,3971.48,285,14000,4
A02,Commercial,Other,North America,New,9291 to 18580,"100,001 to 200,000",0,7 to 14,2013,50,14,A,SF,Y,5226.05,285,14000,11
A02,Commercial,Other,North America,New,Over 92903,Over 1 million,0,More than 25,2014,50,14,A,SF,Y,35050.97,283,120000,35
A02,Commercial,Education,North America,New,930 to 2323,"10,001 to 25,000",0,1 to 6,2014,50,14,A,SF,Y,450.4,277,1600,4
A02,Commercial,Office,North America,New,9291 to 18580,"100,001 to 200,000",0,1 to 6,2013,50,14,A,SF,Y,4137.24,276,14000,4
A02,Commercial,Education,North America,New,2324 to 4645,"25,001 to 50,000",0,1 to 6,2013,50,14,A,SF,Y,727.74,274,3500,4
A02,Commercial,Education,North America,New,4646 to 9290,"50,001 to 100,000",0,1 to 6,2014,50,14,A,SF,Y,1775.32,273,7000,4
A02,Commercial,Other,North America,New,9291 to 18580,"100,001 to 200,000",0,1 to 6,2013,50,14,A,SF,Y,3089.38,272,14000,4
A02,Residential,Other,,New,94 to 465,"1,001 to 5,000",0,1 to 6,2015,50,14,A,SF,Y,89.91,266,250,4
A02,Commercial,Other,North America,New,Over 92903,Over 1 million,0,More than 25,2014,50,14,A,SF,Y,30890.05,266,120000,35
A02,Commercial,Education,North America,New,4646 to 9290,"50,001 to 100,000",0,1 to 6,2015,50,14,A,SF,Y,1359.26,266,7000,4
A02,Commercial,Other,North America,New,9291 to 18580,"100,001 to 200,000",0,1 to 6,2015,50,14,A,SF,Y,4451.83,264,14000,4
A02,Commercial,Education,North America,New,4646 to 9290,"50,001 to 100,000",0,1 to 6,2013,50,14,A,SF,Y,1799.68,262,7000,4
A02,Commercial,Other,North America,New,18581 to 46451,"200,001 to 500,000",0,15 to 25,2014,50,14,A,SF,Y,9025.9,261,35000,20
A02,Commercial,Mercantile,,New,94 to 465,"1,001 to 5,000",0,1 to 6,2015,50,14,A,SF,Y,87.88,260,250,4
A02,Residential,Other,North America,New,4646 to 9290,"50,001 to 100,000",0,7 to 14,2013,50,14,A,SF,Y,1259.96,260,7000,11
A02,Commercial,Mixed,North America,New,46452 to 92903,"500,001 to 1 million",0,More than 25,2013,50,14,A,SF,Y,22913.02,260,70000,35
A02,Commercial,Other,Asia-Pacific,New,46452 to 92903,"500,001 to 1 million",0,7 to 14,2014,50,14,A,SF,Y,14296.8,259,70000,11
A02,Commercial,Other,North America,New,18581 to 46451,"200,001 to 500,000",0,1 to 6,2015,50,14,A,SF,Y,6073.29,259,35000,4
A02,Commercial,Public Assembly,North America,New,18581 to 46451,"200,001 to 500,000",0,1 to 6,2013,50,14,A,SF,Y,9587.54,258,35000,4
A02,Commercial,Health Care,North America,New,2324 to 4645,"25,001 to 50,000",0,1 to 6,2014,50,14,A,SF,Y,695.05,258,3500,4
A02,Commercial,Other,North America,New,46452 to 92903,"500,001 to 1 million",0,More than 25,2015,50,14,A,SF,Y,14980.25,258,70000,35
A02,Residential,Other,Asia-Pacific,New,46452 to 92903,"500,001 to 1 million",0,More than 25,2013,50,14,A,SF,Y,15133.19,257,70000,35
A02,Commercial,Other,North America,New,18581 to 46451,"200,001 to 500,000",0,7 to 14,2013,50,14,A,SF,Y,6221.46,257,35000,11
A02,Commercial,Other,North America,New,46452 to 92903,"500,001 to 1 million",0,7 to 14,2013,50,14,A,SF,Y,18237.95,256,70000,11
A02,Commercial,Health Care,North America,New,Over 92903,Over 1 million,0,7 to 14,2013,50,14,A,SF,Y,30183.94,256,120000,11
A02,Commercial,Health Care,North America,New,930 to 2323,"10,001 to 25,000",0,1 to 6,2015,50,14,A,SF,Y,248.63,255,1600,4
A02,Commercial,Health Care,North America,New,930 to 2323,"10,001 to 25,000",0,1 to 6,2015,50,14,A,SF,Y,331.76,255,1600,4
A02,,,,New,94 to 465,"1,001 to 5,000",0,1 to 6,2015,50,14,A,SF,Y,86.19,255,250,4
A02,Commercial,Public Assembly,North America,New,46452 to 92903,"500,001 to 1 million",0,7 to 14,2013,50,14,A,SF,Y,11825.99,254,70000,11
A02,Commercial,Public Assembly,North America,New,9291 to 18580,"100,001 to 200,000",0,1 to 6,2014,50,14,A,SF,Y,3893.57,254,14000,4
A02,Residential,Other,,New,94 to 465,"1,001 to 5,000",0,1 to 6,2015,50,14,A,SF,Y,85.51,253,250,4
A02,Residential,Other,North America,New,18581 to 46451,"200,001 to 500,000",0,More than 25,2014,50,14,A,SF,Y,10576.92,253,35000,35
A02,Commercial,Education,North America,New,2324 to 4645,"25,001 to 50,000",0,1 to 6,2013,50,14,A,SF,Y,666.79,252,3500,4
A02,Commercial,Education,North America,New,4646 to 9290,"50,001 to 100,000",0,1 to 6,2013,50,14,A,SF,Y,1211.87,252,7000,4
A02,Commercial,Education,North America,New,9291 to 18580,"100,001 to 200,000",0,1 to 6,2014,50,14,A,SF,Y,2740.75,252,14000,4
A02,Commercial,Health Care,North America,New,9291 to 18580,"100,001 to 200,000",0,1 to 6,2013,50,14,A,SF,Y,2933.94,251,14000,4
A02,Commercial,Education,North America,New,9291 to 18580,"100,001 to 200,000",0,1 to 6,2013,50,14,A,SF,Y,2472.81,248,14000,4
A02,Commercial,Education,North America,New,4646 to 9290,"50,001 to 100,000",0,1 to 6,2013,50,14,A,SF,Y,2124.2,247,7000,4
A02,Commercial,Health Care,North America,New,Over 92903,Over 1 million,0,More than 25,2013,50,14,A,SF,Y,29589.39,245,120000,35
A02,Commercial,Public Assembly,North America,New,Over 92903,Over 1 million,0,More than 25,2014,50,14,A,SF,Y,28102.98,242,120000,35
A02,Commercial,Public Assembly,North America,New,46452 to 92903,"500,001 to 1 million",0,1 to 6,2013,50,14,A,SF,Y,11220.72,241,70000,4
A02,Commercial,Public Assembly,North America,New,18581 to 46451,"200,001 to 500,000",0,7 to 14,2013,50,14,A,SF,Y,7803.84,240,35000,11
A02,Commercial,Education,North America,New,18581 to 46451,"200,001 to 500,000",0,1 to 6,2013,50,14,A,SF,Y,4543.05,237,35000,4
A02,Residential,Other,Asia-Pacific,New,9291 to 18580,"100,001 to 200,000",0,15 to 25,2015,50,14,A,SF,Y,4200.8,236,14000,20
A02,Commercial,Health Care,North America,New,46452 to 92903,"500,001 to 1 million",0,15 to 25,2014,50,14,A,SF,Y,20920.64,235,70000,20
A02,,,,New,94 to 465,"1,001 to 5,000",0,1 to 6,2015,50,14,A,SF,Y,78.75,233,250,4
A02,Commercial,Education,North America,New,4646 to 9290,"50,001 to 100,000",0,1 to 6,2013,50,14,A,SF,Y,1713.55,232,7000,4
A02,Commercial,Health Care,North America,New,18581 to 46451,"200,001 to 500,000",0,1 to 6,2014,50,14,A,SF,Y,4635.25,231,35000,4
A02,Commercial,Education,North America,New,4646 to 9290,"50,001 to 100,000",0,1 to 6,2014,50,14,A,SF,Y,1159.43,230,7000,4
A02,Commercial,Other,North America,New,46452 to 92903,"500,001 to 1 million",0,15 to 25,2014,50,14,A,SF,Y,14360.36,229,70000,20
A02,Commercial,Office,North America,New,18581 to 46451,"200,001 to 500,000",0,1 to 6,2014,50,14,A,SF,Y,6177.12,227,35000,4
A02,Commercial,Health Care,North America,New,18581 to 46451,"200,001 to 500,000",0,7 to 14,2013,50,14,A,SF,Y,4214.93,225,35000,11
A02,Commercial,Other,North America,New,Over 92903,Over 1 million,0,15 to 25,2014,50,14,A,SF,Y,25869.54,224,120000,20
A02,Commercial,Public Assembly,North America,New,930 to 2323,"10,001 to 25,000",0,1 to 6,2013,50,14,A,SF,Y,372.86,223,1600,4
A02,Commercial,Education,North America,New,9291 to 18580,"100,001 to 200,000",0,7 to 14,2015,50,14,A,SF,Y,2155.86,221,14000,11
A02,Commercial,Education,North America,New,2324 to 4645,"25,001 to 50,000",0,1 to 6,2013,50,14,A,SF,Y,634.26,220,3500,4
A02,Commercial,Education,North America,New,18581 to 46451,"200,001 to 500,000",0,1 to 6,2013,50,14,A,SF,Y,4888.56,213,35000,4
A02,Commercial,Education,North America,New,4646 to 9290,"50,001 to 100,000",0,1 to 6,2014,50,14,A,SF,Y,1637.36,211,7000,4
A02,Commercial,Health Care,North America,New,466 to 929,"5,001 to 10,000",0,1 to 6,2014,50,14,A,SF,Y,117.53,211,700,4
A02,Commercial,Public Assembly,North America,New,46452 to 92903,"500,001 to 1 million",0,7 to 14,2013,50,14,A,SF,Y,9684.27,208,70000,11
A02,Commercial,Lodging,North America,New,18581 to 46451,"200,001 to 500,000",0,15 to 25,2015,50,14,A,SF,Y,7826.88,207,35000,20
A02,Residential,Other,North America,New,18581 to 46451,"200,001 to 500,000",0,15 to 25,2013,50,14,A,SF,Y,4834,206,35000,20
A02,Commercial,Other,Asia-Pacific,New,46452 to 92903,"500,001 to 1 million",0,1 to 6,2015,50,14,A,SF,Y,13413.83,203,70000,4
A02,Commercial,Other,North America,New,18581 to 46451,"200,001 to 500,000",0,1 to 6,2013,50,14,A,SF,Y,5498.26,203,35000,4
A02,Residential,Other,North America,New,18581 to 46451,"200,001 to 500,000",0,More than 25,2015,50,14,A,SF,Y,4481.7,201,35000,35
A02,Residential,Other,,New,94 to 465,"1,001 to 5,000",0,1 to 6,2015,50,14,A,SF,Y,67.6,200,250,4
A02,Commercial,Education,North America,New,930 to 2323,"10,001 to 25,000",0,1 to 6,2013,50,14,A,SF,Y,210.4,200,1600,4
A02,Commercial,Education,North America,New,9291 to 18580,"100,001 to 200,000",0,1 to 6,2014,50,14,A,SF,Y,2865.6,199,14000,4
A02,Commercial,Public Assembly,North America,New,46452 to 92903,"500,001 to 1 million",0,1 to 6,2014,50,14,A,SF,Y,12165.55,194,70000,4
A02,Commercial,Health Care,North America,New,4646 to 9290,"50,001 to 100,000",0,1 to 6,2014,50,14,A,SF,Y,1079.23,192,7000,4
A02,Commercial,Health Care,North America,New,18581 to 46451,"200,001 to 500,000",0,7 to 14,2014,50,14,A,SF,Y,8138.51,191,35000,11
A02,Commercial,Education,North America,New,930 to 2323,"10,001 to 25,000",0,1 to 6,2013,50,14,A,SF,Y,269.14,189,1600,4
A02,Residential,Other,North America,New,46452 to 92903,"500,001 to 1 million",0,7 to 14,2013,50,14,A,SF,Y,10909.18,184,70000,11
A02,Commercial,Education,North America,New,94 to 465,"1,001 to 5,000",0,1 to 6,2013,50,14,A,SF,Y,44.71,181,250,4
A02,Commercial,Office,North America,New,18581 to 46451,"200,001 to 500,000",0,7 to 14,2013,50,14,A,SF,Y,6147.41,178,35000,11
A02,Commercial,Lodging,North America,New,18581 to 46451,"200,001 to 500,000",0,7 to 14,2014,50,14,A,SF,Y,5130.52,177,35000,11
A02,Commercial,Other,North America,New,18581 to 46451,"200,001 to 500,000",0,1 to 6,2015,50,14,A,SF,Y,6398.73,177,35000,4
A02,Commercial,Education,North America,New,930 to 2323,"10,001 to 25,000",0,1 to 6,2013,50,14,A,SF,Y,202.22,176,1600,4
A02,Commercial,Mixed,North America,New,46452 to 92903,"500,001 to 1 million",0,7 to 14,2014,50,14,A,SF,Y,10346.16,176,70000,11
A02,Commercial,Other,North America,New,18581 to 46451,"200,001 to 500,000",0,7 to 14,2015,50,14,A,SF,Y,4797.41,176,35000,11
A02,Commercial,Education,North America,New,18581 to 46451,"200,001 to 500,000",0,7 to 14,2014,50,14,A,SF,Y,4643.15,173,35000,11
A02,Commercial,Other,North America,New,18581 to 46451,"200,001 to 500,000",0,1 to 6,2014,50,14,A,SF,Y,5320.99,172,35000,4
A02,Commercial,Education,North America,New,9291 to 18580,"100,001 to 200,000",0,1 to 6,2013,50,14,A,SF,Y,1781.99,171,14000,4
A02,Commercial,Public Assembly,North America,New,18581 to 46451,"200,001 to 500,000",0,More than 25,2014,50,14,A,SF,Y,7943.12,171,35000,35
A02,Commercial,Other,North America,New,46452 to 92903,"500,001 to 1 million",0,7 to 14,2013,50,14,A,SF,Y,12674.09,168,70000,11
A02,Commercial,Other,North America,New,9291 to 18580,"100,001 to 200,000",0,1 to 6,2014,50,14,A,SF,Y,2130.24,168,14000,4
A02,Commercial,Other,North America,New,18581 to 46451,"200,001 to 500,000",0,7 to 14,2013,50,14,A,SF,Y,3753.33,167,35000,11
A02,Commercial,Education,North America,New,4646 to 9290,"50,001 to 100,000",0,1 to 6,2014,50,14,A,SF,Y,1064.15,157,7000,4
A02,Commercial,Health Care,North America,New,9291 to 18580,"100,001 to 200,000",0,1 to 6,2015,50,14,A,SF,Y,2152.8,155,14000,4
A02,Commercial,Lodging,North America,New,46452 to 92903,"500,001 to 1 million",0,7 to 14,2015,50,14,A,SF,Y,7234.91,153,70000,11
A02,Commercial,Public Assembly,North America,New,4646 to 9290,"50,001 to 100,000",0,1 to 6,2014,50,14,A,SF,Y,885.95,149,7000,4
A02,Commercial,Education,North America,New,930 to 2323,"10,001 to 25,000",0,1 to 6,2014,50,14,A,SF,Y,183.87,149,1600,4
A02,Commercial,Education,North America,New,466 to 929,"5,001 to 10,000",0,1 to 6,2013,50,14,A,SF,Y,120.41,143,700,4
A02,Commercial,Public Assembly,Africa,New,4646 to 9290,"50,001 to 100,000",0,1 to 6,2015,50,14,A,SF,Y,791.51,142,7000,4
A02,Commercial,Other,North America,New,9291 to 18580,"100,001 to 200,000",0,1 to 6,2013,50,14,A,SF,Y,2268,140,14000,4
A02,Commercial,Education,North America,New,930 to 2323,"10,001 to 25,000",0,1 to 6,2013,50,14,A,SF,Y,132.39,134,1600,4
A02,Commercial,Other,North America,New,18581 to 46451,"200,001 to 500,000",0,7 to 14,2015,50,14,A,SF,Y,6177.98,133,35000,11
A02,Commercial,Education,North America,New,930 to 2323,"10,001 to 25,000",0,1 to 6,2014,50,14,A,SF,Y,271.03,129,1600,4
A02,Commercial,Education,North America,New,4646 to 9290,"50,001 to 100,000",0,1 to 6,2015,50,14,A,SF,Y,761.09,128,7000,4
A02,Commercial,Public Assembly,North America,New,466 to 929,"5,001 to 10,000",0,1 to 6,2014,50,14,A,SF,Y,108.2,127,700,4
A02,Residential,Other,North America,New,46452 to 92903,"500,001 to 1 million",0,15 to 25,2013,50,14,A,SF,Y,7966.73,126,70000,20
A02,Commercial,Public Assembly,North America,New,4646 to 9290,"50,001 to 100,000",0,1 to 6,2013,50,14,A,SF,Y,1140.58,123,7000,4
A02,Commercial,Other,North America,New,4646 to 9290,"50,001 to 100,000",0,7 to 14,2014,50,14,A,SF,Y,696.51,119,7000,11
A02,Commercial,Health Care,North America,New,4646 to 9290,"50,001 to 100,000",0,1 to 6,2013,50,14,A,SF,Y,985.89,118,7000,4
A02,Commercial,Health Care,North America,New,18581 to 46451,"200,001 to 500,000",0,1 to 6,2013,50,14,A,SF,Y,3804.37,117,35000,4
A02,Generic,Other,North America,New,2324 to 4645,"25,001 to 50,000",0,1 to 6,2014,50,14,A,SF,Y,460.21,112,3500,4
A02,Residential,Other,Asia-Pacific,New,Over 92903,Over 1 million,0,15 to 25,2014,50,14,A,SF,Y,10599.06,111,120000,20
A02,Commercial,Office,North America,New,9291 to 18580,"100,001 to 200,000",0,1 to 6,2013,50,14,A,SF,Y,1184.83,109,14000,4
A02,Commercial,Education,North America,New,2324 to 4645,"25,001 to 50,000",0,More than 25,2014,50,14,A,SF,Y,288.96,109,3500,35
A02,Commercial,Office,North America,New,2324 to 4645,"25,001 to 50,000",0,1 to 6,2013,50,14,A,SF,Y,360.19,106,3500,4
A02,Commercial,Public Assembly,North America,New,18581 to 46451,"200,001 to 500,000",0,1 to 6,2014,50,14,A,SF,Y,2897.82,102,35000,4
A02,Commercial,Education,North America,New,18581 to 46451,"200,001 to 500,000",0,1 to 6,2013,50,14,A,SF,Y,1965.5,100,35000,4
A02,Commercial,Public Assembly,North America,New,46452 to 92903,"500,001 to 1 million",0,1 to 6,2014,50,14,A,SF,Y,6270.9,100,70000,4
A02,Commercial,Office,North America,New,9291 to 18580,"100,001 to 200,000",0,1 to 6,2013,50,14,A,SF,Y,1010.91,93,14000,4
A02,Commercial,Education,North America,New,466 to 929,"5,001 to 10,000",0,1 to 6,2015,50,14,A,SF,Y,72.22,92,700,4
A02,Commercial,Other,North America,New,18581 to 46451,"200,001 to 500,000",0,7 to 14,2014,50,14,A,SF,Y,2023.38,90,35000,11
A03,Commercial,Other,North America,New,466 to 929,"5,001 to 10,000",0,,,,,A,,,600,,700,
A03,Commercial,Education,North America,New,930 to 2323,"10,001 to 25,000",0,,,,,A,,,2100,,1600,
A03,Commercial,Other,Asia-Pacific,Renovation,466 to 929,"5,001 to 10,000",0,,,,,A,,,100,,700,
A03,Residential,Other,North America,New,2324 to 4645,"25,001 to 50,000",0,,,,,A,,,1135,,3500,
A03,Commercial,Education,North America,New,94 to 465,"1,001 to 5,000",0,,,,,A,,,29,,250,
A03,Commercial,Education,North America,New,94 to 465,"1,001 to 5,000",0,,,,,A,,,119,,250,
A03,Commercial,Education,North America,New,466 to 929,"5,001 to 10,000",0,,,,,A,,,202,,700,
A03,NonCommercial,Park,North America,New,94 to 465,"1,001 to 5,000",0,,,,,A,,,28,,250,
A03,Commercial,Other,North America,Renovation,2324 to 4645,"25,001 to 50,000",0,,,,,A,,,139,,3500,
A03,Commercial,Other,North America,Renovation,466 to 929,"5,001 to 10,000",0,,,,,A,,,196,,700,
A03,Commercial,Other,North America,Renovation,94 to 465,"1,001 to 5,000",0,,,,,A,,,37,,250,
A03,Residential,Other,North America,New,93 or less,"1,000 or less",0,,,,,A,,,65,,60,
A03,Commercial,Education,North America,New,466 to 929,"5,001 to 10,000",0,,,,,A,,,1387,,700,
A03,Commercial,Education,North America,New,930 to 2323,"10,001 to 25,000",0,,,,,A,,,2600,,1600,
A03,Commercial,Education,North America,New,94 to 465,"1,001 to 5,000",0,,,,,A,,,268,,250,
A03,Commercial,Education,North America,New,930 to 2323,"10,001 to 25,000",0,,,,,A,,,1234,,1600,
A03,Commercial,Education,North America,New,94 to 465,"1,001 to 5,000",0,,,,,A,,,50,,250,
A04,Commercial,Public Assembly,Africa,New,2324 to 4645,"25,001 to 50,000",0,1 to 6,2011,100,,AB,SFEI,N,2417.88,1209.71,3500,4
A04,Commercial,Office,,New,2324 to 4645,"25,001 to 50,000",0,1 to 6,2004,,,A,SFEI,N,3069.74,1058.53,3500,4
A04,,,,New,46452 to 92903,"500,001 to 1 million",0,1 to 6,2011,120,,AB,SFEI,N,39011.91,1057.23,70000,4
A04,Residential,Other,,New,93 or less,"1,000 or less",0,1 to 6,,100,,A,SEI,N,59.4,913.85,60,4
A04,Residential,Other,,New,93 or less,"1,000 or less",0,1 to 6,,100,,A,SEI,N,58.19,895.23,60,4
A04,Residential,Other,,New,93 or less,"1,000 or less",0,1 to 6,,100,,A,SEI,N,58.09,893.69,60,4
A04,Residential,Other,,New,93 or less,"1,000 or less",0,1 to 6,,100,,A,SEI,N,55.95,860.77,60,4
A04,Commercial,Public Assembly,Europe,New,18581 to 46451,"200,001 to 500,000",0,7 to 14,,40,,B,S,N,21425.09,801,35000,11
A04,Commercial,Office,,New,2324 to 4645,"25,001 to 50,000",0,1 to 6,1998,60,,A,S,N,2035.8,783,3500,4
A04,Commercial,Office,,New,2324 to 4645,"25,001 to 50,000",0,1 to 6,1998,60,,A,S,N,2025.4,779,3500,4
A04,Commercial,Office,,New,2324 to 4645,"25,001 to 50,000",0,1 to 6,1998,60,,A,S,N,2015,775,3500,4
A04,Commercial,Office,,New,2324 to 4645,"25,001 to 50,000",0,1 to 6,1998,60,,A,S,N,2004.6,771,3500,4
A04,Commercial,Office,Europe,New,46452 to 92903,"500,001 to 1 million",0,More than 25,2010,50,,AB,SFEI,N,64791.35,762.25,70000,35
A04,Commercial,Office,,New,2324 to 4645,"25,001 to 50,000",0,1 to 6,1998,60,,A,S,N,1970.8,758,3500,4
A04,Commercial,Office,,New,2324 to 4645,"25,001 to 50,000",0,1 to 6,1998,60,,A,S,N,1960.4,754,3500,4
A04,Residential,Other,,New,2324 to 4645,"25,001 to 50,000",0,7 to 14,2010,60,,A,S,N,,751.83,3500,11
A04,Commercial,Office,Middle East,New,Over 92903,Over 1 million,0,More than 25,2010,60,,AB,SFEI,N,55752.78,747.72,120000,35
A04,Commercial,Office,,New,2324 to 4645,"25,001 to 50,000",0,1 to 6,1998,60,,A,S,N,1937,745,3500,4
A04,Commercial,Office,,New,2324 to 4645,"25,001 to 50,000",0,1 to 6,1998,60,,A,S,N,1931.8,743,3500,4
A04,Commercial,Office,,New,2324 to 4645,"25,001 to 50,000",0,1 to 6,1998,60,,A,S,N,1926.6,741,3500,4
A04,Commercial,Office,,New,2324 to 4645,"25,001 to 50,000",0,1 to 6,1998,60,,A,S,N,1921.4,739,3500,4
A04,Commercial,Office,,New,2324 to 4645,"25,001 to 50,000",0,7 to 14,2010,60,,A,S,N,,716.32,3500,11
A04,Commercial,Office,,New,2324 to 4645,"25,001 to 50,000",0,1 to 6,2004,,,A,SFEI,N,1703.45,708,3500,4
A04,Commercial,Office,,New,9291 to 18580,"100,001 to 200,000",0,7 to 14,1998,,,A,S,N,11880,660,14000,11
A04,NonCommercial,Other,,New,9291 to 18580,"100,001 to 200,000",0,7 to 14,2010,50,,AB,SFEI,N,9022.05,659.8,14000,11
A04,,,Europe,New,18581 to 46451,"200,001 to 500,000",0,1 to 6,2010,50,,AB,SFEI,N,14888.94,645.1,35000,4
A04,Commercial,Office,Europe,New,18581 to 46451,"200,001 to 500,000",0,7 to 14,2010,60,,AB,SFEI,N,17442.36,638.54,35000,11
A04,Commercial,Office,,New,9291 to 18580,"100,001 to 200,000",0,7 to 14,1998,,,A,S,N,11448,636,14000,11
A04,Commercial,Office,,New,9291 to 18580,"100,001 to 200,000",0,7 to 14,1998,,,A,S,N,11430,635,14000,11
A04,Commercial,Office,,New,9291 to 18580,"100,001 to 200,000",0,7 to 14,1998,,,A,S,N,11286,627,14000,11
A04,Commercial,Office,,New,9291 to 18580,"100,001 to 200,000",0,7 to 14,1998,,,A,S,N,11088,616,14000,11
A04,Residential,Other,,New,466 to 929,"5,001 to 10,000 ",0,1 to 6,2004,,,A,SFEI,N,285.22,603,700,4
A04,Commercial,Education,,New,9291 to 18580,"100,001 to 200,000",0,1 to 6,2009,,,B,SFEI,N,7071000,590.94,14000,4
A04,Residential,Other,,New,93 or less,"1,000 or less",0,1 to 6,,,,A,SEI,N,36.96,568.62,60,4
A04,Industrial,Industrial,Europe,New,2324 to 4645,"25,001 to 50,000",0,1 to 6,2010,60,,AB,SFEI,N,1442.3,565.61,3500,4
A04,Commercial,Education,,New,9291 to 18580,"100,001 to 200,000",0,1 to 6,2010,,,AB,S,N,5532.47,563.88,14000,4
A04,Commercial,Health Care,,New,9291 to 18580,"100,001 to 200,000",0,1 to 6,2009,,,B,SFEI,N,5147000,557.57,14000,4
A04,Commercial,Office,Europe,New,2324 to 4645,"25,001 to 50,000",0,1 to 6,2010,40,,AB,SFEI,N,1199.16,556.13,3500,4
A04,Commercial,Office,Europe,New,9291 to 18580,"100,001 to 200,000",0,1 to 6,2010,60,,AB,SFEI,N,8285.94,552.4,14000,4
A04,Commercial,Health Care,Europe,New,9291 to 18580,"100,001 to 200,000",0,7 to 14,2010,60,,AB,SFEI,N,8090.74,546.67,14000,11
A04,Residential,Other,,New,466 to 929,"5,001 to 10,000 ",0,1 to 6,2004,,,A,SFEI,N,366.79,539.4,700,4
A04,Residential,Other,,New,93 or less,"1,000 or less",0,1 to 6,,,,A,SEI,N,35.05,539.23,60,4
